"data","precipitacao","pressao","pressaoMaxAnt","pressaoMinAnt","radiacaoGlobal","temperatura","temperaturaMaxAnt","temperaturaMinAnt","temperaturaOrvalho","temperaturaOrvalhoMaxAnt","temperaturaOrvalhoMinAnt","umidade","umidadeMaxAnt","umidadeMinAnt","ventoDir","ventoMax","ventoVel","energiaGerada"
"2020-10-20 15:00",0.0,1001.7,1002.2,1001.7,2571.3,30.5,31.6,30.2,16.0,16.8,15.6,42.0,43.0,39.0,144.0,9.8,6.0,1449.49,
"2020-10-20 16:00",0.0,1001.9,1001.9,1001.6,1940.8,29.2,31.2,29.1,15.1,17.0,15.1,42.0,45.0,41.0,116.0,10.5,5.0,858.01,
"2020-10-31 05:00",0.0,1009.3,1009.6,1009.0,0.0,13.4,13.7,13.2,11.8,12.0,11.5,90.0,90.0,88.0,120.0,3.0,1.7,37.23,
"2020-10-20 17:00",0.0,1003.1,1003.1,1001.9,1185.2,26.7,29.2,26.7,15.9,16.2,14.7,52.0,52.0,42.0,129.0,10.1,5.0,240.80,
"2020-10-31 06:00",0.0,1009.8,1009.8,1009.3,86.0,13.9,13.9,13.0,11.9,12.0,11.4,88.0,92.0,88.0,114.0,2.9,1.6,341.13,
"2020-10-20 10:00",0.0,1003.6,1003.7,1003.1,2778.6,27.6,27.6,25.2,17.2,17.7,16.3,53.0,63.0,51.0,165.0,8.2,5.0,2297.34,
"2020-10-20 11:00",0.0,1003.4,1003.6,1003.4,3184.7,28.7,29.1,27.1,16.1,17.5,15.9,47.0,54.0,46.0,140.0,9.8,4.9,2466.80,
"2020-10-20 12:00",0.0,1003.0,1003.4,1003.0,3368.3,29.5,30.4,28.7,16.6,18.3,16.0,46.0,51.0,43.0,133.0,7.6,3.7,2443.03,
"2020-10-20 13:00",0.0,1002.8,1003.0,1002.8,3333.1,30.9,31.2,29.3,16.3,17.4,15.8,42.0,48.0,42.0,154.0,7.2,4.6,2278.31,
"2020-10-21 17:00",0.0,1007.5,1007.5,1007.2,866.5,22.1,23.6,22.1,17.2,17.4,16.8,74.0,74.0,68.0,116.0,13.1,5.9,175.41,
"2020-10-21 18:00",0.0,1007.8,1007.8,1007.5,111.6,20.7,22.1,20.7,16.9,17.2,16.8,79.0,79.0,74.0,115.0,12.2,5.1,16.12,
"2020-10-20 05:00",0.0,1000.0,1000.0,999.3,0.0,18.5,19.2,18.1,16.5,16.5,15.8,88.0,89.0,83.0,114.0,3.0,1.2,11.40,
"2020-10-20 06:00",0.0,1000.4,1000.4,1000.0,69.9,18.3,18.6,17.9,16.2,16.5,16.0,88.0,91.0,87.0,96.0,2.7,1.7,235.32,
"2020-10-09 18:00",0.0,999.7,1000.0,999.7,371.5,21.1,23.4,21.1,9.3,9.6,7.7,47.0,48.0,37.0,308.0,5.6,2.1,22.37,
"2020-10-09 17:00",0.0,999.9,999.9,999.7,1176.6,23.4,24.1,23.2,8.2,10.3,7.6,38.0,43.0,36.0,275.0,6.3,3.0,272.37,
"2020-10-09 16:00",0.0,999.7,999.8,999.6,1938.8,23.7,24.4,23.0,8.7,11.3,7.9,38.0,46.0,36.0,255.0,6.2,4.3,894.81,
"2020-10-09 15:00",0.0,999.6,1000.2,999.6,2578.3,23.1,24.8,22.5,9.0,13.2,8.1,41.0,52.0,37.0,190.0,5.7,1.9,1517.75,
"2020-10-09 10:00",0.0,1002.6,1002.7,1001.9,2108.3,17.7,18.0,16.1,12.1,12.6,11.2,70.0,75.0,68.0,76.0,6.9,2.6,1509.13,
"2020-10-09 14:00",0.0,1000.2,1001.1,1000.2,3049.9,22.6,23.2,21.8,10.9,13.0,10.2,48.0,54.0,45.0,184.0,4.5,1.8,2002.98,
"2020-10-09 13:00",0.0,1001.1,1001.6,1001.1,2941.5,23.0,23.0,20.5,12.9,13.1,10.8,53.0,61.0,51.0,35.0,3.9,1.1,2226.78,
"2020-10-09 12:00",0.0,1001.4,1002.0,1001.3,2766.9,20.7,21.2,18.6,12.1,13.2,11.1,58.0,67.0,56.0,84.0,4.9,2.0,2287.87,
"2020-10-09 11:00",0.0,1002.0,1002.6,1001.9,2382.9,18.6,19.0,17.7,12.0,13.3,11.6,65.0,71.0,63.0,77.0,5.1,2.6,1879.94,
"2020-10-07 09:00",0.0,1001.6,1002.1,1001.6,743.8,16.1,16.2,15.2,13.0,13.2,12.4,82.0,86.0,81.0,76.0,6.2,2.7,691.57,
"2020-10-07 08:00",0.0,1002.0,1002.1,1001.5,323.7,15.2,15.2,14.4,12.8,12.8,12.4,85.0,89.0,85.0,86.0,7.1,2.9,522.45,
"2020-10-19 18:00",0.0,997.7,997.7,997.5,436.9,30.1,32.1,30.1,11.7,11.7,9.8,32.0,32.0,25.0,97.0,3.8,1.5,22.76,
"2020-10-07 07:00",0.0,1001.5,1001.5,1000.8,126.0,14.4,14.4,13.8,12.5,12.7,12.3,89.0,91.0,89.0,71.0,5.5,3.0,151.61,
"2020-10-19 17:00",0.0,997.5,997.6,997.5,1230.9,32.1,33.4,32.1,10.8,12.9,9.7,27.0,29.0,24.0,81.0,4.5,2.0,221.92,
"2020-10-07 06:00",0.0,1000.8,1001.0,1000.7,7.6,13.8,13.8,13.6,12.3,12.3,12.1,90.0,91.0,90.0,86.0,4.7,2.5,45.26,
"2020-10-19 16:00",0.0,997.5,997.6,997.5,1978.2,33.3,33.9,32.9,13.1,13.3,11.2,29.0,31.0,26.0,70.0,4.6,2.0,850.17,
"2020-10-19 11:00",0.0,1000.5,1000.8,1000.5,3223.0,29.3,29.5,27.2,14.0,14.8,13.0,39.0,45.0,38.0,75.0,5.2,1.8,2510.83,
"2020-10-19 10:00",0.0,1000.8,1000.9,1000.7,2808.6,27.5,27.5,25.7,14.1,15.3,13.7,44.0,50.0,43.0,68.0,5.0,2.2,2339.45,
"2020-10-19 15:00",0.0,997.6,998.4,997.6,2630.6,33.4,34.0,32.4,12.3,13.6,11.2,28.0,31.0,26.0,22.0,4.4,2.2,1461.00,
"2020-10-19 14:00",0.0,998.4,999.2,998.4,3104.6,33.0,33.9,31.3,12.8,15.1,12.1,29.0,36.0,28.0,350.0,4.6,1.9,1955.69,
"2020-10-19 13:00",0.0,999.2,999.9,999.2,3379.4,31.3,32.9,30.4,13.1,14.9,12.3,33.0,39.0,30.0,36.0,4.6,2.0,2327.95,
"2020-10-19 12:00",0.0,999.9,1000.5,999.9,3415.4,30.4,31.2,29.0,14.2,15.2,13.4,37.0,42.0,35.0,55.0,4.5,1.7,2490.76,
"2020-10-19 08:00",0.0,1000.6,1000.6,999.8,1477.0,23.6,23.6,20.7,14.9,14.9,14.1,58.0,66.0,57.0,38.0,6.0,2.1,1465.42,
"2020-10-08 18:00",0.0,1001.5,1001.6,1001.4,347.8,20.1,22.0,20.1,13.9,14.3,13.9,68.0,68.0,60.0,102.0,7.4,3.1,32.82,
"2020-10-19 07:00",0.0,999.8,999.8,999.0,669.3,20.7,20.7,18.9,14.0,14.2,13.6,66.0,71.0,66.0,51.0,7.0,3.4,812.56,
"2020-10-08 17:00",0.0,1001.4,1001.4,1001.0,1156.7,22.0,23.2,22.0,14.1,14.5,13.0,61.0,61.0,55.0,87.0,7.4,3.5,292.03,
"2020-10-19 06:00",0.0,999.0,999.0,997.8,62.1,18.9,18.9,17.5,13.6,13.6,13.4,71.0,77.0,71.0,51.0,6.1,3.4,211.98,
"2020-10-08 16:00",0.0,1001.1,1001.1,1000.7,1158.0,22.8,22.8,22.2,13.7,14.2,13.2,57.0,60.0,56.0,84.0,6.3,1.9,724.87,
"2020-10-19 05:00",0.0,997.8,997.8,997.3,0.0,17.5,17.6,16.9,13.4,13.8,13.4,77.0,80.0,77.0,61.0,5.2,2.5,16.40,
"2020-10-19 09:00",0.0,1000.8,1000.8,1000.6,2211.4,25.9,25.9,23.6,14.1,15.0,13.8,48.0,58.0,48.0,56.0,5.2,2.4,1991.49,
"2020-10-08 15:00",0.0,1000.7,1001.4,1000.7,1820.9,22.5,23.2,22.4,13.7,14.1,12.2,57.0,58.0,51.0,80.0,7.1,3.2,942.16,
"2020-10-08 14:00",0.0,1001.4,1002.2,1001.4,1726.8,22.9,22.9,21.8,13.2,14.2,12.3,55.0,60.0,54.0,107.0,6.5,3.3,1995.82,
"2020-10-08 13:00",0.0,1002.1,1002.7,1002.1,2897.5,22.2,23.4,21.4,12.8,14.9,12.8,55.0,63.0,54.0,127.0,7.0,3.2,1343.66,
"2020-10-08 12:00",0.0,1002.7,1003.7,1002.7,2707.4,22.3,22.3,21.1,14.6,15.0,13.2,62.0,67.0,58.0,64.0,6.1,2.8,2571.06,
"2020-10-09 07:00",0.0,1002.9,1002.9,1002.1,308.6,12.5,12.5,11.2,11.3,11.3,10.1,92.0,93.0,92.0,110.0,3.6,1.2,474.78,
"2020-10-09 06:00",0.0,1002.1,1002.1,1001.4,21.1,11.2,11.3,10.6,10.0,10.3,9.6,93.0,94.0,93.0,126.0,4.0,2.0,116.79,
"2020-10-09 09:00",0.0,1002.0,1002.7,1002.0,1428.8,16.1,16.2,14.4,11.5,11.8,10.4,74.0,80.0,74.0,70.0,4.8,2.5,1532.82,
"2020-10-09 08:00",0.0,1002.6,1003.0,1002.1,977.5,14.4,14.5,12.5,10.7,11.7,10.7,78.0,92.0,78.0,91.0,4.3,2.6,1055.82,
"2020-10-04 09:00",0.6,1008.2,1008.8,1007.2,270.4,14.4,14.4,14.1,12.3,12.6,12.1,88.0,89.0,86.0,100.0,13.2,5.9,107.13,
"2020-10-27 08:00",0.0,994.9,995.0,994.6,472.6,15.9,15.9,15.3,14.7,15.1,14.4,93.0,95.0,92.0,279.0,9.3,5.5,428.81,
"2020-10-27 09:00",0.0,995.0,995.3,994.8,409.9,16.0,16.2,15.6,14.6,14.9,14.3,91.0,93.0,91.0,279.0,9.1,5.3,635.96,
"2020-10-16 14:00",0.0,1007.9,1008.8,1007.8,3191.3,26.0,26.1,24.9,12.3,13.4,11.3,42.0,48.0,40.0,101.0,10.9,4.8,2158.65,
"2020-10-16 13:00",0.0,1008.8,1009.7,1008.7,3451.9,25.3,26.0,24.6,12.9,13.5,12.1,46.0,49.0,43.0,101.0,9.6,4.8,2514.59,
"2020-10-27 05:00",1.8,993.7,993.7,993.2,0.0,15.2,15.3,15.2,14.5,14.5,14.4,95.0,95.0,94.0,282.0,9.0,5.2,13.67,
"2020-10-16 12:00",0.0,1009.7,1010.3,1009.6,3497.5,25.2,25.2,23.3,13.8,14.4,12.7,49.0,54.0,46.0,77.0,10.5,4.4,2688.06,
"2020-10-27 06:00",1.2,994.3,994.3,993.6,29.4,15.2,15.4,15.1,14.4,14.6,14.4,95.0,95.0,95.0,268.0,9.0,3.5,77.37,
"2020-10-16 11:00",0.0,1010.3,1011.0,1010.3,3302.7,23.7,24.2,22.2,13.4,14.2,12.7,52.0,58.0,52.0,93.0,11.0,4.8,2274.69,
"2020-10-27 07:00",0.0,994.7,994.7,994.3,189.8,15.3,15.4,15.0,14.4,14.6,14.1,94.0,95.0,94.0,283.0,7.5,3.7,210.58,
"2020-10-04 08:00",0.2,1008.8,1009.2,1008.0,208.8,14.4,14.6,14.4,12.1,12.1,11.9,86.0,86.0,84.0,95.0,13.2,5.7,196.17,
"2020-10-16 18:00",0.0,1006.4,1006.4,1006.2,437.9,22.6,24.9,22.6,13.3,13.3,11.2,56.0,56.0,43.0,106.0,8.5,3.4,27.10,
"2020-10-04 07:00",0.4,1008.2,1009.0,1007.1,80.6,14.4,14.4,13.8,12.0,12.0,11.6,86.0,88.0,85.0,105.0,13.9,6.0,119.94,
"2020-10-16 17:00",0.0,1006.3,1006.4,1006.2,1274.9,24.9,25.9,24.9,11.4,11.4,9.0,43.0,43.0,35.0,89.0,9.8,3.9,274.12,
"2020-10-04 06:00",0.0,1008.0,1008.4,1006.6,0.5,14.2,14.2,14.1,11.6,11.6,11.4,85.0,85.0,84.0,104.0,13.3,6.5,38.83,
"2020-10-16 16:00",0.0,1006.3,1006.9,1006.2,2064.6,25.5,26.1,25.4,9.9,11.9,9.5,37.0,42.0,36.0,99.0,10.1,5.4,935.85,
"2020-10-16 15:00",0.0,1007.0,1007.9,1006.9,2720.3,25.6,26.3,25.3,11.0,12.7,9.6,40.0,45.0,35.0,105.0,9.9,4.9,1619.37,
"2020-10-27 10:00",0.0,995.0,995.0,994.6,684.6,16.0,16.2,15.9,13.7,14.6,13.7,86.0,91.0,86.0,270.0,9.0,5.3,682.29,
"2020-10-04 11:00",0.0,1007.4,1007.4,1006.8,1092.1,15.7,15.7,14.3,13.4,13.5,13.0,86.0,92.0,85.0,101.0,17.2,5.9,673.60,
"2020-10-04 10:00",1.2,1007.3,1008.9,1007.3,222.7,14.3,14.4,14.1,12.9,12.9,12.3,91.0,91.0,88.0,108.0,12.7,6.0,533.11,
"2020-10-16 09:00",0.0,1011.2,1011.3,1011.1,2183.5,21.2,21.5,19.2,13.7,15.4,13.1,62.0,78.0,61.0,85.0,10.3,4.8,1780.65,
"2020-10-16 08:00",0.0,1011.1,1011.2,1010.9,1228.5,19.3,19.5,17.8,14.9,15.7,14.9,76.0,85.0,76.0,82.0,8.1,3.8,1336.05,
"2020-10-28 18:00",0.0,993.2,993.3,993.0,555.5,25.2,27.7,25.2,16.3,16.6,14.5,58.0,58.0,46.0,110.0,3.5,1.3,25.94,
"2020-10-05 14:00",0.0,999.0,999.4,999.0,1862.4,21.0,21.1,20.2,15.2,16.0,14.6,70.0,75.0,67.0,258.0,11.1,6.1,717.62,
"2020-10-28 14:00",0.0,993.6,994.5,993.6,3248.8,27.4,27.4,24.7,17.5,17.6,15.4,55.0,60.0,51.0,247.0,8.4,4.0,2152.03,
"2020-10-05 13:00",0.0,999.4,1000.0,999.4,1312.3,20.2,20.2,18.4,15.6,16.0,14.9,75.0,83.0,74.0,258.0,12.1,6.5,1682.92,
"2020-10-28 15:00",0.0,993.0,993.6,993.0,2816.1,27.2,27.8,26.0,16.4,17.2,15.1,52.0,55.0,48.0,249.0,7.6,2.7,1613.25,
"2020-10-05 12:00",0.0,1000.0,1000.2,999.8,923.8,18.4,18.7,17.9,15.4,15.9,15.0,82.0,84.0,81.0,267.0,9.9,6.1,1042.17,
"2020-10-28 16:00",0.0,992.6,993.0,992.5,2131.1,27.4,28.2,26.5,16.1,17.0,15.1,50.0,54.0,48.0,242.0,5.8,2.0,974.74,
"2020-10-05 11:00",0.0,999.9,999.9,999.8,831.6,18.4,19.1,18.4,15.3,16.2,15.3,82.0,84.0,81.0,259.0,9.9,6.2,571.37,
"2020-10-28 17:00",0.0,993.0,993.0,992.5,1376.8,27.4,27.8,26.9,14.8,16.4,14.1,46.0,51.0,44.0,306.0,4.9,2.5,198.75,
"2020-10-05 18:00",0.0,1000.3,1000.3,999.3,101.4,18.3,19.8,18.2,14.3,14.7,14.2,78.0,78.0,71.0,239.0,10.0,5.3,23.61,
"2020-10-16 07:00",0.0,1010.9,1010.9,1010.1,642.3,17.8,17.8,16.0,15.2,15.2,14.5,85.0,91.0,84.0,79.0,8.4,4.0,702.46,
"2020-10-28 10:00",0.0,994.6,994.6,994.5,2403.3,22.1,22.8,21.9,15.4,16.3,14.9,66.0,68.0,64.0,266.0,10.9,5.7,1240.40,
"2020-10-05 17:00",0.0,999.3,999.4,999.0,305.2,19.8,19.9,19.8,14.7,14.9,14.4,72.0,74.0,71.0,261.0,9.6,6.0,143.08,
"2020-10-16 06:00",0.0,1010.1,1010.1,1009.3,49.3,16.0,16.1,15.7,14.5,14.5,14.3,91.0,92.0,90.0,89.0,9.2,3.5,180.70,
"2020-10-28 11:00",0.0,994.7,994.7,994.5,1506.7,22.8,23.1,22.1,15.6,16.3,15.4,64.0,68.0,63.0,280.0,9.1,5.3,1678.19,
"2020-10-05 16:00",0.0,999.0,999.2,998.8,669.8,19.9,20.8,19.9,14.7,15.5,14.5,72.0,74.0,69.0,267.0,11.4,5.3,321.18,
"2020-10-16 05:00",0.0,1009.4,1009.4,1009.2,0.0,15.8,15.8,15.2,14.5,14.5,14.0,92.0,93.0,92.0,100.0,8.3,4.9,0.00,
"2020-10-28 12:00",0.0,994.7,994.8,994.6,2628.7,23.4,24.8,22.7,16.1,17.2,15.3,64.0,67.0,59.0,240.0,9.9,4.0,1800.96,
"2020-10-05 15:00",0.0,998.9,999.1,998.8,984.2,20.5,21.1,20.5,14.8,15.8,14.8,70.0,73.0,68.0,263.0,11.3,6.2,493.82,
"2020-10-28 13:00",0.0,994.4,994.7,994.4,2452.2,26.2,26.5,23.4,17.2,17.5,15.9,58.0,66.0,54.0,273.0,8.4,4.8,2250.04,
"2020-10-16 10:00",0.0,1011.0,1011.2,1011.0,2879.9,22.6,22.7,21.0,13.4,13.8,12.7,56.0,62.0,55.0,87.0,10.1,4.4,2550.62,
"2020-10-26 09:00",0.0,996.4,996.7,996.4,277.7,20.6,20.6,20.2,19.2,19.3,18.8,92.0,92.0,92.0,283.0,6.3,2.2,314.77,
"2020-10-15 15:00",0.0,1006.7,1007.2,1006.7,2157.7,23.6,24.1,23.2,12.8,13.6,12.6,51.0,54.0,49.0,89.0,10.2,4.5,1389.18,
"2020-10-26 05:00",0.0,994.0,994.0,993.1,0.0,19.4,20.2,19.4,17.3,17.8,17.3,88.0,88.0,85.0,185.0,2.1,0.7,0.00,
"2020-10-15 14:00",0.0,1007.2,1007.9,1007.2,2591.0,23.6,24.2,22.0,13.3,14.3,12.2,52.0,58.0,50.0,97.0,10.1,4.8,1422.62,
"2020-10-26 06:00",0.0,995.3,995.3,994.0,29.3,20.1,20.2,19.4,17.9,18.1,17.3,87.0,90.0,87.0,322.0,3.9,1.8,47.84,
"2020-10-15 13:00",0.0,1007.9,1008.5,1007.9,2802.6,22.3,23.6,21.5,12.9,14.1,12.5,55.0,59.0,52.0,111.0,7.8,3.9,2597.35,
"2020-10-26 07:00",0.0,996.4,996.4,995.3,97.6,20.3,20.3,20.0,18.4,18.4,17.9,89.0,89.0,87.0,309.0,5.7,3.5,104.01,
"2020-10-26 08:00",0.4,996.5,996.5,996.3,228.0,20.2,20.3,20.1,18.8,18.9,18.4,92.0,92.0,89.0,276.0,6.3,3.5,199.00,
"2020-10-03 09:00",0.0,1010.5,1012.2,1008.1,61.1,12.6,12.8,12.5,10.4,11.3,10.4,86.0,91.0,86.0,143.0,11.5,6.3,95.01,
"2020-10-03 08:00",1.8,1010.5,1010.8,1008.5,118.3,12.6,13.0,12.6,11.1,11.4,11.1,91.0,91.0,89.0,141.0,11.0,5.1,74.27,
"2020-10-15 18:00",0.0,1007.9,1007.9,1007.1,392.9,20.6,22.3,20.6,12.7,12.8,12.5,60.0,60.0,55.0,110.0,9.9,4.7,27.44,
"2020-10-03 07:00",0.2,1008.8,1011.1,1006.7,32.8,12.9,13.1,12.8,11.2,11.3,11.2,89.0,90.0,88.0,163.0,9.2,3.2,97.60,
"2020-10-15 17:00",0.0,1007.2,1007.2,1006.7,1080.6,22.3,23.0,22.3,12.8,12.9,12.2,55.0,55.0,51.0,116.0,9.7,5.2,278.95,
"2020-10-03 06:00",4.4,1009.3,1010.6,1006.8,0.0,12.9,13.4,12.8,11.2,11.8,11.0,89.0,91.0,87.0,132.0,11.9,4.5,9.15,
"2020-10-15 16:00",0.0,1006.8,1006.8,1006.6,1698.8,23.0,24.1,22.9,12.4,13.2,12.1,51.0,52.0,49.0,105.0,10.2,4.8,790.40,
"2020-10-26 10:00",0.4,996.2,996.4,996.0,510.2,21.0,21.3,20.5,19.4,19.8,19.2,91.0,92.0,90.0,348.0,4.4,1.5,464.77,
"2020-10-26 11:00",0.4,995.9,996.3,995.9,628.6,21.5,21.6,20.9,19.6,20.1,19.3,89.0,92.0,89.0,38.0,4.2,2.0,567.54,
"2020-10-03 12:00",4.2,1010.5,1013.0,1009.5,42.6,11.3,11.9,11.2,10.1,10.6,9.9,92.0,93.0,91.0,107.0,11.8,6.2,82.12,
"2020-10-03 11:00",1.4,1009.7,1014.4,1009.0,35.7,11.6,11.9,11.6,10.5,10.8,10.4,93.0,94.0,91.0,123.0,11.0,5.6,27.36,
"2020-10-03 10:00",1.6,1010.2,1012.9,1007.7,100.7,11.8,12.6,11.7,10.5,10.5,9.9,92.0,92.0,84.0,128.0,12.1,5.6,46.37,
"2020-10-27 19:00",0.0,991.1,991.4,990.6,26.1,18.9,19.2,18.8,14.4,14.9,14.3,75.0,77.0,74.0,288.0,6.0,3.8,0.90,
"2020-10-04 15:00",0.0,1003.1,1003.9,1003.1,693.5,16.4,16.9,16.4,13.4,13.7,13.3,83.0,83.0,80.0,107.0,12.5,5.5,230.58,
"2020-10-27 15:00",0.0,991.3,992.0,991.3,2793.7,21.0,21.9,19.2,14.7,15.9,14.2,67.0,74.0,66.0,259.0,11.9,6.9,1289.77,
"2020-10-04 14:00",0.0,1003.9,1005.2,1003.9,859.1,16.7,17.0,16.3,13.5,13.9,13.2,82.0,83.0,80.0,102.0,11.0,5.1,539.76,
"2020-10-27 16:00",0.0,990.6,991.3,990.6,912.6,20.0,21.0,20.0,14.4,15.3,14.0,70.0,71.0,67.0,266.0,10.7,6.1,437.82,
"2020-10-04 13:00",0.0,1005.2,1006.1,1005.2,582.4,16.3,16.4,16.1,13.3,13.5,13.0,82.0,84.0,81.0,105.0,13.5,5.0,556.17,
"2020-10-27 17:00",0.0,990.6,990.7,990.5,415.7,19.6,20.0,19.6,14.3,14.6,14.1,71.0,73.0,69.0,274.0,10.7,4.5,248.01,
"2020-10-04 12:00",0.0,1006.0,1007.3,1005.9,1407.1,16.3,16.5,15.8,13.3,13.6,13.0,82.0,86.0,81.0,95.0,13.5,7.4,656.20,
"2020-10-27 18:00",0.0,990.6,991.1,990.6,138.7,19.1,19.6,19.0,14.8,14.8,14.3,76.0,76.0,71.0,284.0,7.6,3.6,18.06,
"2020-10-27 11:00",0.0,994.1,995.1,994.1,587.4,16.6,16.6,15.8,14.2,14.3,13.6,86.0,88.0,86.0,283.0,9.1,5.2,633.38,
"2020-10-04 18:00",0.0,1002.3,1002.5,1002.0,144.3,16.1,16.4,16.0,13.8,13.8,13.7,87.0,87.0,84.0,116.0,8.7,3.7,40.37,
"2020-10-27 12:00",0.0,993.7,994.3,993.7,760.8,17.5,17.7,16.6,13.9,14.6,13.9,80.0,86.0,80.0,282.0,10.4,6.2,892.75,
"2020-10-04 17:00",0.0,1002.4,1003.1,1002.3,319.4,16.4,16.5,16.2,13.9,13.9,13.5,85.0,86.0,82.0,110.0,9.3,3.6,173.15,
"2020-10-27 13:00",0.0,993.3,993.7,993.3,646.0,16.8,17.8,16.7,14.5,14.5,13.7,86.0,86.0,79.0,260.0,11.3,5.2,873.31,
"2020-10-04 16:00",0.0,1003.0,1003.2,1002.8,329.6,16.4,16.6,16.3,13.4,13.6,13.4,82.0,84.0,82.0,105.0,11.9,5.0,271.26,
"2020-10-27 14:00",0.0,992.0,993.3,991.9,2436.8,19.3,20.4,16.8,14.0,15.6,14.0,71.0,86.0,70.0,271.0,11.9,7.5,1817.97,
"2020-10-06 09:00",0.0,1004.5,1004.6,1004.4,2051.7,15.8,15.9,14.3,10.4,11.3,9.9,70.0,83.0,70.0,272.0,3.7,1.7,1914.70,
"2020-10-06 08:00",0.0,1004.4,1004.5,1003.9,1336.0,14.3,14.3,12.5,11.4,11.4,10.1,83.0,92.0,79.0,243.0,3.7,1.3,1399.55,
"2020-10-18 18:00",0.0,998.3,998.3,998.0,449.1,27.0,29.1,27.0,11.1,11.6,10.1,37.0,37.0,31.0,85.0,5.0,1.8,29.41,
"2020-10-06 07:00",0.0,1003.9,1003.9,1003.3,543.0,12.5,12.5,11.2,11.3,11.5,10.5,92.0,96.0,92.0,272.0,3.0,1.7,758.48,
"2020-10-18 17:00",0.0,998.0,998.1,997.9,1235.5,29.1,30.0,29.1,10.2,10.9,9.6,31.0,32.0,29.0,99.0,5.6,2.5,263.92,
"2020-10-29 06:00",0.0,999.9,999.9,998.3,11.5,17.5,18.1,17.5,15.7,16.9,15.7,89.0,94.0,89.0,179.0,7.8,4.1,29.84,
"2020-10-29 07:00",0.0,1001.1,1001.1,999.9,141.7,16.0,17.5,15.9,12.5,15.6,12.5,80.0,89.0,80.0,172.0,9.0,5.7,133.85,
"2020-10-29 08:00",0.0,1002.5,1002.5,1001.1,279.7,16.2,16.2,15.9,10.3,12.6,10.3,68.0,80.0,68.0,198.0,8.9,2.1,447.90,
"2020-10-29 09:00",0.0,1003.2,1003.4,1002.5,1014.5,16.6,17.7,16.2,9.6,11.9,9.6,64.0,72.0,64.0,213.0,5.5,2.8,938.29,
"2020-10-18 12:00",0.0,1000.7,1001.6,1000.7,3314.4,28.6,29.2,27.1,11.9,13.3,10.3,36.0,40.0,32.0,30.0,6.0,2.2,2511.16,
"2020-10-18 11:00",0.0,1001.6,1002.1,1001.6,3229.5,27.1,27.1,25.1,12.3,13.0,10.5,40.0,45.0,36.0,74.0,6.5,1.5,2535.79,
"2020-10-18 10:00",0.0,1002.1,1002.6,1002.1,2855.6,25.3,26.2,23.0,12.4,13.7,11.7,44.0,53.0,42.0,90.0,5.6,2.8,2441.33,
"2020-10-06 06:00",0.0,1003.3,1003.3,1002.5,12.6,11.2,11.6,10.7,10.5,10.8,9.9,96.0,96.0,94.0,279.0,2.8,1.6,163.45,
"2020-10-18 16:00",0.0,998.1,998.8,998.1,1982.4,30.0,31.0,29.9,10.9,12.0,9.7,31.0,32.0,27.0,114.0,5.0,3.3,878.07,
"2020-10-18 15:00",0.0,998.8,999.2,998.8,2625.9,30.3,31.2,30.1,10.1,12.4,10.1,29.0,33.0,28.0,63.0,4.9,2.6,1471.06,
"2020-10-18 14:00",0.0,999.2,1000.1,999.2,3104.7,30.8,31.3,28.9,12.4,13.5,11.2,32.0,38.0,31.0,108.0,5.7,2.0,1975.00,
"2020-10-18 13:00",0.0,1000.1,1000.7,1000.0,3159.0,29.9,30.5,27.9,13.1,13.5,10.8,36.0,40.0,32.0,58.0,5.7,2.4,2320.70,
"2020-10-18 09:00",0.0,1002.6,1002.7,1002.2,1802.6,23.0,23.0,21.1,12.7,13.5,11.5,53.0,61.0,50.0,57.0,5.4,2.6,1799.20,
"2020-10-18 08:00",0.0,1002.2,1002.2,1002.0,932.3,21.2,21.2,18.9,13.0,13.5,12.8,60.0,69.0,60.0,56.0,4.7,2.7,1082.90,
"2020-10-07 18:00",0.0,1001.6,1001.7,1000.4,134.3,20.3,21.1,20.2,16.0,16.2,15.4,76.0,77.0,70.0,357.0,1.4,0.8,17.20,
"2020-10-18 07:00",0.0,1002.1,1002.1,1001.5,607.6,18.9,19.5,17.1,12.9,13.2,12.3,68.0,73.0,65.0,61.0,4.2,1.4,476.62,
"2020-10-07 17:00",0.0,1000.4,1000.8,1000.3,691.7,21.1,22.1,21.1,15.7,16.0,14.9,71.0,72.0,65.0,123.0,3.5,0.8,211.84,
"2020-10-18 06:00",0.0,1001.5,1001.5,1000.7,54.6,17.1,17.1,15.8,12.3,12.5,12.0,73.0,79.0,73.0,74.0,4.7,1.6,333.47,
"2020-10-07 12:00",0.0,1000.2,1000.7,1000.1,2459.3,20.0,20.0,18.1,15.3,15.3,13.4,75.0,77.0,71.0,71.0,5.2,2.5,1934.58,
"2020-10-07 11:00",0.0,1000.7,1001.2,1000.7,1639.5,18.7,18.7,17.0,14.4,14.4,13.1,76.0,80.0,76.0,87.0,5.6,1.6,1903.27,
"2020-10-07 10:00",0.0,1001.2,1001.7,1001.1,956.8,17.1,17.1,15.8,13.5,13.7,12.6,79.0,83.0,79.0,70.0,5.6,2.9,836.06,
"2020-10-07 16:00",0.0,1000.7,1000.7,1000.0,992.0,21.8,22.1,21.2,15.5,15.9,14.6,67.0,71.0,65.0,266.0,3.7,2.4,611.45,
